EN-US	The implications of General Data Protection Regulation, which comes in to force in May this year, will be the topic of the next meeting of the City of Newport Business Club.
EN-GB	A BURGLAR who loaded jewellery and computer equipment into pillowcases and plastic bags during a raid at a Poole home has told a judge: "Without abstinence, I can't see a future for myself."
EN-GB	MORE than 11,000 complaints were made to the broadcasting watchdog about Roxanne Pallett's behaviour in an episode of Celebrity Big Brother.
EN-US	Maybe it's time we change the name of the birth control pill. What Rush Limbaugh doesn't understand is that women are not always about men. The so-called "pill" has been out for over 50 years now, and we aren't going to give it up.
EN-US	England's exams watchdog has announced a review of rules allowing teachers to set question papers in the wake of allegations of exam leaks.
EN-US	GYM boss Richard Noble is celebrating 15 years in business for his PF2 Health Club, but things could have been so different for him after a cancer scare.
EN-GB	GAVIN Foxall is considering his position as chairman of operations at Newport County AFC, according to fellow director Neil Collier.
EN-GB	A MAN who vanished ten years ago may have been dumped at sea or buried, an inquest has ruled.
EN-GB,EN-US	A PROFESSOR, described by many as one the greatest Jesus scholars, has died at the age of 88.
EN-GB	TODAY Tuesday 6th November should be a red-letter day for cycling in Oxford and Oxfordshire. Two motions are being discussed at Oxfordshire County Council’s full council, both of which are about cycling and active travel.
EN-US	A 28-year-old man and his uncle were shot to death last night after several men chased them into their West Baltimore house, ending a confrontation that had started about two hours earlier over a bicycle, police said.
EN-US	A MAN who committed suicide was asked to leave a mental hospital a year before because he was not getting on with the staff, an inquest heard.
EN-US	The holiday season in New York isn't complete without the Rockefeller Christmas tree, ice skating rinks, and thousands of twinkly lights in retail windows.
EN-US	Jason Gardner became the third player Wednesday from Arizona's NCAA tournament runner-up team to declare for the NBA draft.
EN-GB	EX-STRICTLY star Brendan Cole is quick-stepping back to Dorset next month with what he calls his “most theatrical live production yet”.
EN-GB	SKIPPER Jonny Cater will miss the start of Oxfordshire’s Unicorns Counties T20 campaign because he is attending the christening of his child.
EN-GB	MONMOUTHSHIRE rider Lewis Oliva and Risca’s Sam Harrison both won bronze medals at the UCI Track Cycling World Cup event in Glasgow at the weekend.
EN-GB	JORDAN Stoddart reckons a sense of injustice over losing at Bromsgrove Sporting is fuelling Worcester City’s unlikely late bid for promotion.
EN-US	A NEW partnership has set out to deliver £1million plans to create modern sports facilities in Barnard Castle.
EN-GB,EN-US	If you’ve been keeping up with spiritual trends or the recent positive psychology literature, you’ve probably noticed an uptick in the usage of the word gratitude. Religious leaders and psychologists alike recommend keeping a daily journal of things we are grateful for and appreciate, from the feel of the spring sun on your skin to the office hours meeting that saved your latest p-set grade.
EN-US	RAFA BENITEZ is not even thinking about the chances of Mike Ashley selling up and wants everyone at Newcastle United to focus on results on the pitch until something concrete happens.
EN-GB,EN-US	ONE of the south's most colourful and best loved businessmen, Peter Bath, has died at the age of 79.
EN-GB,EN-US	Announcing their opening with a huge cash give away, Southern Fried Chicken specialists Absurd Bird have launched their first permanent site in Scotland in Glasgow.
EN-US	The world’s largest firefighting airplane is in the skies over northern California, lending its mighty capabilities to help extinguish the devastating Camp fire.
EN-GB	OXFORDSHIRE may be the defending champions, but head coach Craig Burrows believes his side will have a point to prove at Essex.
EN-US	DRUGS conspirators who lived the high life after arranging the sale of heroin and crack cocaine on the streets of Worcester are now behind bars.
EN-US	After two years of searching, a wildcat oil strike off Canada`s East Coast near the Hibernia oil fields could be a ''North Sea West,'' according to Robert Blair, chairman of Husky Oil Ltd. of Calgary, referring to the oil fields off England and Norway.
EN-GB,EN-US	The report prompted a public apology from Dan Adams, Cal Farley's president and CEO, who expressed confidence that such abuses were no longer taking place at the ranch. Adams is also president of Tascosa Films, which produced Edge of the World.
EN-GB	AS he settled back to watch Manchester City annihilate Burton Albion on Wednesday night, Rafael Benitez could have been forgiven for having a wry chuckle.
EN-US	So I met Hyejin through a former ex of mine and learned that she was an avid photographer. She asked if I wanted pictures of my plants, flowers and gardens and a few weeks back, a group of mutual friends, including Hyejin, hit up Washington Park Arboretum’s Winter Garden. This was her first time visiting the WPA and she seemed to enjoy herself!
EN-GB	A CARER jailed for stealing almost £100,000 from a vulnerable elderly woman has been ordered to pay back just £5.
EN-GB	AS Rockliffe Hall near Darlington approaches its tenth year as a luxury hotel, spa, and golf club, Heather Barron drops in to test the delights on offer in the Orangery restaurant
EN-US	WATCH a film under the stars this summer with our guide to open air cinemas and drive-in movies across Dorset...
EN-US	John F. White Sr.,75, considered the dean of African-American politics in Philadelphia and a strategist in the former mayoral campaign of his son, John F. White Jr., died Wednesday in Philadelphia. He played a key role in the Philadelphia political scene for more than three decades and founded the Black Political Forum in 1968.
EN-US	AH, SPRING. The season of fresh starts and new beginnings. And, of course, new approaches to picking winners at Buffalo Raceway.
EN-US	Whichever blessed franchise won the ping-pong ball lottery jackpot last night should not force LeBron James into point guard despite his great passing skills.
EN-GB,EN-US	If you’re looking for something seriously spooky to get up to this Halloween, we’ve got a few ideas. Combining a moderate amount of alcohol with a little paranormal activity is the perfect recipe for the most haunted night of the year.
EN-GB	ANIMAL welfare chiefs are warning of the dangers of glue traps after a young gull suffered a fatal encounter in Southampton.
EN-US	Two monuments that celebrate Confederate-era leaders should be removed from Baltimore's public parks, a mayoral task force recommended Thursday.
EN-GB	WITH the business end of the National League season fast appoaching, few would have predicted that AFC Fylde would be the division’s top scorers with 54 goals.
EN-GB	HAMPSHIRE need to save another £80 million by 2021, according to a Daily Echo article (June 13)
EN-GB	ELEVEN years ago the people of Worcestershire were in danger of losing access to one of the county’s historical treasures.
EN-US	Members of the Sigma Pi fraternity at Hofstra University took hazing to new heights last year — with never-before-seen pictures depicting a slew of stomach-churning rituals, including vomiting on one another and being covered from head to toe in hot sauce.
EN-US	An Anne Arundel County schools employee surrendered to police Tuesday to face charges that he sexually abused a 13-year-old student for months in an Annapolis apartment where the two were living together.
EN-GB	THEY make for an obvious comparison, but Ralph Hasenhuttl has made a better start to his Saints career than Mauricio Pochettino ahead of the Spurs manager’s return to St Mary’s this weekend.
EN-US	FILE - Dallas Stars general manager Jim Nill was welcomed by fans on the green carpet at the American Airlines Center in Dallas, Thursday, October 4, 2018. The Stars are facing the Arizona Coyotes in the season opening game. (Tom Fox/The Dallas Morning News)
EN-US	Baltimore prosecutors shed new light on their rationale for some of the charges against the officers involved in the death of Freddie Gray, saying in a court filing that Gray had been illegally detained before officers found a knife in his pocket.
EN-GB	IT was a great day for Blackbird Leys boxers with seven wins out of 11 in the club’s annual open show.
EN-US	WINTER HAVEN, Fla. -- For once, everything was in place. The Cleveland Indians were building an identity. Preparing to leave dreary Cleveland Stadium. Drawing optimism from an encouraging 1992 season.
EN-GB	EVEN before he had left Wembley Stadium, Liam Sercombe’s mind was already on the trip to Crawley this weekend.
EN-US	Known for her tape-measure home runs, Glenelg junior Jodi Kielman used her base-running smarts to steal a victory from fifth-ranked Centennial (8-3, 4 -2) yesterday as the eighth-ranked Gladiators split two games with the Eagles.
EN-GB	The growing popularity of meat-free products has seen sales rise by £17.2 million in the last 12 months.
EN-US	Former Lt. Gov. Anthony G. Brown, who borrowed $500,000 from a union during the waning weeks of his unsuccessful 2014 run for governor, has begun to chip away at that debt.
EN-US	DETAILED plans for a £10m transformation of one of Oxford’s last remaining green spaces have been unveiled for the first time.
EN-US	In his bid to unseat Texas Attorney General Ken Paxton, Democrat Justin Nelson vowed Thursday to close loopholes that have allowed Paxton to take in hundreds of thousands of dollars for his personal legal defense in recent years.
EN-US	Two of the three Republican candidates for the 6th District congressional seat are working hard in the county to make their names known, two party leaders said.
EN-US	Two of the closest races in Tuesday’s Texas Republican primary may not be over yet, as one candidate is requesting a recount and two others remain uncertain which one of them made an expected runoff.
EN-US	Many of the players for Douglass and Southwestern are familiar with each other from playing at Druid Hill Park during the past summer. Southwestern coach Terry Leverette knew that the Ducks would present his top-ranked team with a lot of problems going into yesterday's contest at Southwestern.
EN-US	If you follow Stanford grad Cory Booker on Twitter, you’ll be well aware that federal unemployment benefits have expired. The bulk of the program expired at the end of 2013, cutting off almost two million people from its support.
EN-US	White House correspondent and Morgan State University alumna April D. Ryan made headlines after her questions about Russia and whether Trump's administration had plans to revamp their image received abrupt backlash from White House press secretary Sean Spicer.
EN-US	Howard County's school superintendent said yesterday that he will propose raises of up to 16 percent for the county's teachers in his next budget to honor the last two years of a negotiated agreement.
EN-GB,EN-US	A COMMUNITY group that helps young people with troubled lives in Barton is expanding to help others around Oxford.
EN-US	The Veterans Administration and Department of Justice are unfairly targeting veterans with a labeling system that bans mentally stable veterans from owning guns. This is NOT about PTSD soldiers who need counseling and meds to get through their daily lives.
EN-GB	Gary Coatsworth has a place in Darlington folklore for scoring the crucial goal which sealed the club’s promotion back to the Football League in May 1990. Twenty-one years before Chris Senior’s magic moment at Wembley, Coatsworth’s header in the closing stages at Welling gave Quakers a 1-0 win and the GM Vauxhall Conference title. Approaching a quarter of a century since that sun-soaked day in London, Ray Simpson caught up with him to look back on his Darlington days.
EN-US	The Boulder doctor who pleaded guilty in August to bankruptcy fraud was sentenced in U.S. District Court in Denver on Friday to 18 months in prison.
EN-US	BERKELEY, Calif. — At least four people were arrested after violence broke out Saturday between groups of supporters and detractors of President Donald Trump holding rallies in downtown Berkeley.
EN-US	You can celebrate Beaujolais Nouveau Day with this popular French restaurant in the capital
EN-US	SO HOW'S your holiday decorating going?" my friend asked as she sidestepped a light-up plastic Santa face I swear I have thrown out every January since 1978.
EN-US	Here are some thoughts on the Jets’ start to free agency, as Mike Maccagnan has struck quickly and thrown some money around.
EN-US	After 41 years with the American Legion, Robert "Bob" Nelson Ford III, the Legion's adjutant for Maryland since 1981, has decided it's time for him andd his wife, Roseanna, to move to Florida. But before all the fun in the sun, they have to sell their house and attend the going-away parties.
EN-US	Sen. Judd Gregg, R- N.H., announces that he will withdraw from his nomination as commerce secretary Thursday, Feb. 12, 2009 in Washington. (AP Photo/Evan Vucci)
EN-US	U.S. president Donald Trump speaks to supporters during a campaign rally at Scheels Arena on June 27, 2018 in Fargo, North Dakota.
EN-US	Lionsgate has opted against renewing its first-look deal with with Tyler Perry and his 34th Street Films banner -- in line with a move by Perry to consolidate his operations at his Atlanta headquarters.
EN-US	The healthier and more physically fit you are, the better your chances will be to live a long and active life. While that may be true to a large extent, researchers now say that you don’t need to be a senior athlete to reap benefits from your physical condition. It may be enough to do just a little bit every day to keep you going. The rest is just icing on the cake, but it won’t make a decisive difference in how well you age.
EN-GB	OXORDSHIRE’S health chief has warned that more must be done to tackle obesity as the problem continues to pile more pressure on health services.
EN-US	IRVING, Texas – If the Giants ever can find a way to escape Texas Stadium tonight with a victory over the Cowboys, perceptions will change in a heartbeat.
EN-US	A POPULAR family festival will return to Bromsgrove after being cancelled last year due to a shortfall in revenue.
EN-US	Some say his trip last week to Brazil, capped by a Mass for 3 million on Copacabana Beach, and the 80-minute, unfiltered news conference on the plane back to Rome, were the real start of Pope Francis’s pontificate.
EN-GB	A HAMPSHIRE organisation dedicated to helping homeless people has been forced to give up its work.
EN-US	From eggs to Honey Smacks and pre-cut melon, the food products recalled during the past few weeks could make shoppers queasy with worry about whether what they’ve just picked up from the grocery store is riddled with potentially harmful pathogens.
EN-GB	Rep. Roscoe G. Bartlett is no liberal, but a debate developed yesterday over how his stand against the death penalty and his views on abortion at a candidates forum should be understood in light of his rock-solid conservative voting record.
EN-GB,EN-US	TED Cooke-Yarborough, who has died at the age of 94, was the lead designer of one of the world’s early computers and a pioneer in radar and electronics.
EN-US	On top of his claims of President Donald Trump being a racist, a conman and a cheat, Michael D. Cohen gave information during his testimony on Feb. 27 that could potentially implicate Trump through his use of campaign finances, talks with Russia and much more.
EN-US	AN ATHLETICS club is eyeing up the possibility of turning what started out as a temporary home for this summer into their own.
EN-US	The developer of Brooklyn’s Barclays Center yesterday said he’s “hopeful” the Islanders will move to the new arena when the hockey team’s lease at Nassau Coliseum expires in 2015.
EN-GB,EN-US	Everyone out there who wants to decorate a room by putting up some trendy wallpaper, please, reconsider. And by "reconsider," I mean come to my place and help me strip some 10-year-old wallpaper off the kitchen walls first.
EN-GB	ABP Southampton apprentices Curtis Meredith and Morgan Rodaway braved the Dragon’s Den as part of a fun inter-active learning session at the Port of Southampton.
EN-GB	HUNDREDS of people gathered at York’s National Railway Museum as The Flying Scotsman arrived for a naming ceremony to honour its former owner.
EN-GB,EN-US	WORK is set to start on rebuilding a church hall which has destroyed in a fire more than four years ago.
EN-GB,EN-US	John Turturro and Vanessa Paradis have joined the anthology film "Rio, I Love You," the third in the "Cities I Love" series.
EN-GB	OXFORD United missed out on a glamour tie in the Emirates FA Cup third round draw – but Karl Robinson believes a trip to Brentford offers a big opportunity.
EN-GB,EN-US	London -- Prince Edward is in search of his roots. And the journey could take him to Baltimore.
EN-GB	EBBW Vale are desperate to “get back on the horse” as quickly as possible following last weekend’s National Cup loss to Merthyr, according to head coach Greg Woods.
EN-US	In recent weeks, canvassers along the Interstate 5 corridor have been telling Oregonians how to vote on six statewide issues: "Yes" to re-elect Democratic Gov. Kate Brown, "yes" on an affordable housing bond initiative, and "no" on four conservative ballot initiatives.
EN-US	HAMWORTHY United came from behind to seal a dramatic extra time victory and book their place in the third round of the FA Vase.
EN-US	As an aspiring anchor at WDTN-TV in Dayton, Ohio, 25-year-old Julie Chen was told by her boss and agent that she’d never get the gig looking so Chinese. So she surgically rearranged her face to look more white.
EN-US	Ride horses on mountain trails. Crunch through forests on snowshoes. Do puzzles by a crackling fire. Sift for gemstones. Gaze at stars. Dash into the icy night in swimsuits. Childhood dreams become real-life simple pleasures on a ranch in southwestern Montana.
EN-GB,EN-US	John Boyett, now a former member of the Broncos’ practice squad, was arrested early Wednesday in Greenwood Village after police say he drunkenly head-butted and punched a cab driver, stole a shovel from a construction site then tried to hide from officers by covering himself in mulch, court records show.
EN-US	WASHINGTON – George W. Bush headed yesterday to John McCain’s cabin in Sedona, Ariz., preparing to take a break from campaigning while the Democrats gather this week in Los Angeles.
EN-US	Mozilla, the nonprofit group that makes the Firefox web browser, confirmed this morning that it plans to expand its Portland office and move into its own space in the Pearl District on Monday.
EN-US	EAST RUTHERFORD, N.J. -- As the New York Giants began putting aside Sunday's loss to the Los Angeles Rams, one of the most painful side effects is that Los Angeles did to the Giants the things that the Giants did to teams last season in their march to the Super Bowl.
EN-GB	AN MP is to write to the Mayor of London demanding to know why a £1.5bn contract to build a new generation of underground trains was awarded to a company that has yet to build its factory over skilled workers and a state-of-the-art facility "ready for business" in the North-East.
EN-GB	CHILDREN’s services could suffer under Middlesbrough Council proposals to cut almost £14m from next year’s budget.
EN-GB	WASHINGTON -- Attackman Brandon Cannon had been struggling with injuries and scoring, enough that Georgetown coach Dave Urick was about to make some serious inquiries about his junior attackman. And then came yesterday.
EN-US	Fodrak’s Gyros and Ribs of Libertyville offers football fans an opportunity to follow the Bears and a chance to win Gyros Sandwiches and Chicago Bears Jerseys every week of the regular football season. Go to www.fodrakspromotions.com for all the details and to enter.
EN-US	As soon as Donald Trump won the New Hampshire primaries, the media went into an absolute frenzy of disbelief. The Huffington Post perhaps best embodied the mood, using 80-point font to declare “NH GOES RACIST SEXIST XENOPHOBIC” [sic] on its front page immediately after the election was called.
EN-GB	EIGHT months of Angela Piromalli’s year are dominated by the awards she organises to celebrate young people.
EN-US	Helen Keith has looked out her front window and seen it all -- prostitutes, illegal drug sales and men urinating in her yard.
EN-GB,EN-US	VOLUNTEERS behind a North-East shopping event are hoping to raise a record amount for charity to mark its 30th anniversary.
EN-GB,EN-US	Fifty-year-old Helen Mary Barr has struggled with bipolar disorder her whole life and has now shared her experience in a book
EN-US	The assistant athletic director at Lake Forest High School who was charged with stealing nearly $2,300 from an intramural sports fund resigned recently and returned the money, officials said.
EN-GB,EN-US	ITANAGAR, India — At nightfall, Nepal’s capital became a tent city, as thousands of residents displaced by Saturday’s devastating earthquake stayed in their dark gardens and on the cracked streets and lanes, afraid to go inside because of waves of aftershocks.
EN-US	• I THOROUGHLY enjoyed taking part in the Admiral City of Newport Half Marathon this month.
EN-GB	HARRY Worley credited an excellent individual performance in Oxford United’s goalless draw at Cheltenham Town to keeping a level head throughout a difficult season.
EN-US	For 13 years, Tommy Olds exercised in "a little dingy area" of a basement fitness room at the Ellicott City YMCA.
EN-US	A Bahamian man pleaded guilty Monday to hacking into celebrities' email accounts to steal unreleased movie and TV scripts, a crime that prosecutors say could have caused great harm to networks and movie studios if he had succeeded in selling them for hundreds of thousands of dollars.
EN-US	Texas guard Kerwin Roach II (12) shoots past Oklahoma State forward Yor Anei (14) during the second half of an NCAA college basketball game, Saturday, Feb. 16, 2019, in Austin, Texas. Texas won 69-57. (AP Photo/Eric Gay)
EN-US	A SOUTHAMPTON man died after taking a cocktail of drugs, despite attempts by a friend to save his life, an inquest heard.
EN-GB	A MAN sustained "potentially life-changing" injuries in Bournemouth town centre after the World Cup on Wednesday night.
EN-US	A limo crash in upstate New York killed 18 people in the vehicle and two bystanders, officials say. Wale Aliyu reports. (Published Monday, Oct. 8, 2018)
EN-GB	Kyle Abbott registered his best bowling figures of the season as Hampshire completed a 114-run victory over Worcestershire in the Specsavers County Championship relegation battle at Blackfinch New Road.
EN-GB	As Offbeat prepares to kick off, performers across the country prepare to descend on Oxford for its ever-growing fringe festival, this year boasting 60 acts over 10 days, all of which have never been seen here before.
EN-GB	A SINGLE mum with a two-year-old child was left "devastated" after learning a man she’d started a relationship with was a convicted sex offender, a court has heard.
EN-US	The brilliant sun Thursday afternoon loosened winter's grip on Soldier Field. As the air temperature poked into double digits, its warmth made the work day bearable for dozens finalizing preparations for Saturday night's outdoor game between the Blackhawks and the Penguins.
EN-US	ACE lutenist Elizabeth Kenny gets together like-minded performers to create dramatic programmes of largely English music from the 17th century, under the umbrella of Theatre of the Ayre. Monday’s menu focused on the Interregnum, when music was driven underground.
EN-GB	ONE of the region's top police officers is stepping down after almost 32 years of distinguished service.
EN-GB	BOSS Eddie Howe backed his Cherries players to cope with a demanding festive schedule and admitted: “This is where the squad will have its biggest impact.”
EN-GB,EN-US	GAP, France -- By word and deed, Greg LeMond did his best yesterday to dispel the rumors about his health. With a stunning second place in a sprint finish and a gain of 26 seconds on the leader of the race, LeMond managed to sway a few people.
EN-US	AUSTIN, Texas — The U.S. Anti-Doping Agency has filed formal charges against Lance Armstrong, accusing the seven-time Tour de France winner of using performance-enhancing drugs throughout the best years of his career.
EN-GB,EN-US	ABINGDON's unique tradition of councillors launching currant buns at residents will be used to commemorate the end of the First World War.
EN-GB	THIS year's Durham Book Festival brings the Frozen North to the city with a life-size polar bear set to entertain families, while book festival organisers distribute free copies of Northern Lights by award-winning author Philip Pullman.
EN-GB,EN-US	ADRIAN Moyes, who has died aged 84, was a pioneering force in international development across two decades at Oxfam.
EN-US	A breakdown on the clubhouse turn at Aqueduct yesterday delayed the start of the second race for 12 minutes.
EN-GB	SOUTHAMPTON university has appointed Professor Sir Christopher Snowden as its next vice-chancellor.
EN-US	A square near the controversial new US Embassy in Jerusalem will be named in honor of President Trump, the city’s mayor announced Tuesday.
EN-US	The family gathering together in thanks, the smell of delicious food wafting from the kitchen, the wine flowing from glass to glass — who needs it?
EN-US	PORT ST. LUCIE — Jacob deGrom battered the strike zone with high-octane fastballs Sunday, looking every bit ready to spring ahead.
EN-GB	WOMEN in County Durham feel increasingly confident to report cases of domestic abuse, according to Police Crime and Victims’ Commissioner Ron Hogg.
EN-US	A COUPLE who love coffee and vintage vehicles have combined their two passions by selling drinks from a 52-year-old Citroen van.
EN-GB	A NEWPORT man who crashed his car into a parked van died from multiple injuries, an inquest heard.
EN-US	In the wake of the Eagles' loss Sunday to the Saints, in which Alshon Jeffery committed a costly late-game drop, the veteran wide receiver said the season-ending result was "on me." To some Bears fans, though, the gaffe was the result of "karma."
EN-US	ANGRY communities are considering legal challenges and marching on county hall in their bid to save their libraries from closure.
EN-US	Bob Woolf, the pioneering sports attorney whose management of the financial affairs of Carl Yastrzemski, Larry Bird, Doug Flutie and other athletes ushered in the era of the millionaire sports celebrity, died yesterday, apparently of a heart attack, on his boat off Fisher Island, Fla.
